4A Flyer (1986)(John Phillips)[with source code]>4A Flyer (1986)(John Phillips)[with source code]>>Other - NR (Not Rated)
9T9 User's Group (19xx)(-)>9T9 User's Group (19xx)(-)>>Other - NR (Not Rated)
9T9 User's Group Disk of the Month (198x)(9T9)(PD)>9T9 User's Group Disk of the Month (198x)(9T9)(PD)>>Other - NR (Not Rated)
9T9 User's Group Disk of the Month (19xx)(9T9)(PD)[req. PHM 3026]>9T9 User's Group Disk of the Month (19xx)(9T9)(PD)[req. PHM 3026]>>Other - NR (Not Rated)
AC Circuit Analysis Library (1981)(Texas Instruments)[PHD 5044]>AC Circuit Analysis Library (1981)(Texas Instruments)[PHD 5044]>>Other - NR (Not Rated)
Advanced Half Bit Map Utilities (1995)(Bruce Harrison)(PD)>Advanced Half Bit Map Utilities (1995)(Bruce Harrison)(PD)>>Other - NR (Not Rated)
Adventure in Oz (198x)(-)(PD)>Adventure in Oz (198x)(-)(PD)>>Other - NR (Not Rated)
Adventureland (1981)(Texas Instruments)[PHD 5046][req. PHM 3041][DSK1.ADVENTURE]>Adventureland (1981)(Texas Instruments)[PHD 5046][req. PHM 3041][DSK1.ADVENTURE]>>Other - NR (Not Rated)
AMS File Transfer (1998)(Bruce Harrison)(PD)>AMS File Transfer (1998)(Bruce Harrison)(PD)>>Other - NR (Not Rated)
AMS Slideshow (1997)(Bruce Harrison)(PD)>AMS Slideshow (1997)(Bruce Harrison)(PD)>>Other - NR (Not Rated)
AMS Video Titler (1997)(Bruce Harrison)(PD)>AMS Video Titler (1997)(Bruce Harrison)(PD)>>Other - NR (Not Rated)
Archiver III v3.03 (1989)(Barry Boone)>Archiver III v3.03 (1989)(Barry Boone)>>Other - NR (Not Rated)
Assembly Language Games (1992)(-)[USGROP716B]>Assembly Language Games (1992)(-)[USGROP716B]>>Other - NR (Not Rated)
Assembly Language Games (1993)(-)[USGROP842A]>Assembly Language Games (1993)(-)[USGROP842A]>>Other - NR (Not Rated)
Assembly Language Games (1993)(-)[USGROP851]>Assembly Language Games (1993)(-)[USGROP851]>>Other - NR (Not Rated)
Astroblitz (1988)(-) & TI-Mazogz (1988)(B. Waldmann)(PD)>Astroblitz (1988)(-) & TI-Mazogz (1988)(B. Waldmann)(PD)>>Other - NR (Not Rated)
Astronomy (1982)(Texas Instruments)[PHD 5081][req. PHM 3026]>Astronomy (1982)(Texas Instruments)[PHD 5081][req. PHM 3026]>>Other - NR (Not Rated)
Atari Cracked (19xx)(-)[req. PHM 3055 option 3][DSK1.ATARI]>Atari Cracked (19xx)(-)[req. PHM 3055 option 3][DSK1.ATARI]>>Other - NR (Not Rated)
Attack of the Creepers v1.5 (19xx)(Ian Howle)(PD)>Attack of the Creepers v1.5 (19xx)(Ian Howle)(PD)>>Other - NR (Not Rated)
Basketball Statistician (1981)(Texas Instruments)[PHD 5023][req. PHM 3026]>Basketball Statistician (1981)(Texas Instruments)[PHD 5023][req. PHM 3026]>>Other - NR (Not Rated)
BCS Specialty Disk U03 - 1000 Words (1989)(BCS)(PD)>BCS Specialty Disk U03 - 1000 Words (1989)(BCS)(PD)>>Other - NR (Not Rated)
BCS Specialty Disk U04 - Dreadnought (1989)(BCS)(PD)>BCS Specialty Disk U04 - Dreadnought (1989)(BCS)(PD)>>Other - NR (Not Rated)
BCS Specialty Disk U13 (1989)(BCS)(PD)>BCS Specialty Disk U13 (1989)(BCS)(PD)>>Other - NR (Not Rated)
BCS Specialty Disk U14 (1989)(BCS)(PD)>BCS Specialty Disk U14 (1989)(BCS)(PD)>>Other - NR (Not Rated)
Beginner's BASIC Tutor (1982)(-)[PHD 5067][OLD DSK1.LESSON1]>Beginner's BASIC Tutor (1982)(-)[PHD 5067][OLD DSK1.LESSON1]>>Other - NR (Not Rated)
Beyond Parsec (1988)(John Phillips)[with source code]>Beyond Parsec (1988)(John Phillips)[with source code]>>Other - NR (Not Rated)
Brain Buster (1991)(Cecil Chin)(PD)>Brain Buster (1991)(Cecil Chin)(PD)>>Other - NR (Not Rated)
Bridge Bidding I (1981)(Texas Instruments)[PHD 5026]>Bridge Bidding I (1981)(Texas Instruments)[PHD 5026]>>Other - NR (Not Rated)
Bridge Bidding II (1981)(Texas Instruments)[PHD 5039]>Bridge Bidding II (1981)(Texas Instruments)[PHD 5039]>>Other - NR (Not Rated)
Bridge Bidding III (1981)(Texas Instruments)[PHD 5041]>Bridge Bidding III (1981)(Texas Instruments)[PHD 5041]>>Other - NR (Not Rated)
Busted Utilities (19xx)(-)>Busted Utilities (19xx)(-)>>Other - NR (Not Rated)
c99 Sound List Processing (1995)(Bruce Harrison)(PD)>c99 Sound List Processing (1995)(Bruce Harrison)(PD)>>Other - NR (Not Rated)
c99 Utilities (1995)(Bruce Harrison)(PD)>c99 Utilities (1995)(Bruce Harrison)(PD)>>Other - NR (Not Rated)
Call File 1 (1994)(Winfried Winkler - Clint Pulley)>Call File 1 (1994)(Winfried Winkler - Clint Pulley)>>Other - NR (Not Rated)
Carsten Ziepke Games (1997)(Carsten Ziepke)(PD)[req. PHM 3026]>Carsten Ziepke Games (1997)(Carsten Ziepke)(PD)[req. PHM 3026]>>Other - NR (Not Rated)
Cash Management (1981)(Texas Instruments)[PHD 5029][req. PHM 3026]>Cash Management (1981)(Texas Instruments)[PHD 5029][req. PHM 3026]>>Other - NR (Not Rated)
Check Book Writer v4.4 (1987-04)(Melvin Nomina)(PD)>Check Book Writer v4.4 (1987-04)(Melvin Nomina)(PD)>>Other - NR (Not Rated)
Checkbook Manager (1980)(Texas Instruments)[PHD 5021][OLD DSK1.CHECKBOOK]>Checkbook Manager (1980)(Texas Instruments)[PHD 5021][OLD DSK1.CHECKBOOK]>>Other - NR (Not Rated)
Checktime European Version (1995)(Bruce Harrison)(PD)>Checktime European Version (1995)(Bruce Harrison)(PD)>>Other - NR (Not Rated)
Checktime US Version (1995)(Bruce Harrison)(PD)>Checktime US Version (1995)(Bruce Harrison)(PD)>>Other - NR (Not Rated)
Chinese Chess (1986)(Milo Tsukroff)(PD)>Chinese Chess (1986)(Milo Tsukroff)(PD)>>Other - NR (Not Rated)
Code Breakers (1991)(Bruce Harrison)(PD)>Code Breakers (1991)(Bruce Harrison)(PD)>>Other - NR (Not Rated)
Complimentary Diskette of Assembly Language Games 01 (1988)(-)[req. PHM 3026]>Complimentary Diskette of Assembly Language Games 01 (1988)(-)[req. PHM 3026]>>Other - NR (Not Rated)
Complimentary Diskette of Assembly Language Games 02 (1988)(-)[req. PHM 3026][USEGROUP98]>Complimentary Diskette of Assembly Language Games 02 (1988)(-)[req. PHM 3026][USEGROUP98]>>Other - NR (Not Rated)
Complimentary Diskette of Assembly Language Games 03 (19xx)(-)[req. PHM 3026]>Complimentary Diskette of Assembly Language Games 03 (19xx)(-)[req. PHM 3026]>>Other - NR (Not Rated)
Complimentary Diskette of Assembly Language Games 04 (1988)(-)[req. PHM 3026]>Complimentary Diskette of Assembly Language Games 04 (1988)(-)[req. PHM 3026]>>Other - NR (Not Rated)
Computer Music Box (1980)(Texas Instruments)[PHD 5011][OLD DSK1.RANDOM]>Computer Music Box (1980)(Texas Instruments)[PHD 5011][OLD DSK1.RANDOM]>>Other - NR (Not Rated)
Conversion DF128F to DV80 (199x)(Bruce Harrison)(PD)>Conversion DF128F to DV80 (199x)(Bruce Harrison)(PD)>>Other - NR (Not Rated)
Count, The (1981)(Texas Instruments)[PHD 5049][req. PHM 3041][DSK1.COUNT]>Count, The (1981)(Texas Instruments)[PHD 5049][req. PHM 3041][DSK1.COUNT]>>Other - NR (Not Rated)
Course Designer - Authoring Package (1982)(Texas Instruments)(Disk 1 of 2)[PHD 5068][requires PHM 3026]>Course Designer - Authoring Package (1982)(Texas Instruments)(Disk 1 of 2)[PHD 5068][requires PHM 3026]>>Other - NR (Not Rated)
Course Designer - Authoring Package (1982)(Texas Instruments)(Disk 2 of 2)[PHD 5068][req. PHM 3026][lessons]>Course Designer - Authoring Package (1982)(Texas Instruments)(Disk 2 of 2)[PHD 5068][req. PHM 3026][lessons]>>Other - NR (Not Rated)
cSHELL99 Demo (1990)(Joe Ross)>cSHELL99 Demo (1990)(Joe Ross)>>Other - NR (Not Rated)
cSHELL99 Modules (1989)(Joe Ross)>cSHELL99 Modules (1989)(Joe Ross)>>Other - NR (Not Rated)
cSHELL99 Source Code (1990)(Joe Ross)>cSHELL99 Source Code (1990)(Joe Ross)>>Other - NR (Not Rated)
cSHELL99 System v2.0 (1989)(Joe Ross)>cSHELL99 System v2.0 (1989)(Joe Ross)>>Other - NR (Not Rated)
D-Station (1988)(John Phillips)[with source code]>D-Station (1988)(John Phillips)[with source code]>>Other - NR (Not Rated)
D-Station II - The Conflict Continues! (1988)(John Phillips)[with source code]>D-Station II - The Conflict Continues! (1988)(John Phillips)[with source code]>>Other - NR (Not Rated)
Draw Poker (1981)(Texas Instruments)[PHD 5037][req. PHM 3026]>Draw Poker (1981)(Texas Instruments)[PHD 5037][req. PHM 3026]>>Other - NR (Not Rated)
Drawing Program (1995)(Bruce Harrison)(PD)>Drawing Program (1995)(Bruce Harrison)(PD)>>Other - NR (Not Rated)
Drawing Program for 24 Pin Printers (1994)(Bruce Harrison)(PD)>Drawing Program for 24 Pin Printers (1994)(Bruce Harrison)(PD)>>Other - NR (Not Rated)
Drawing Program for Bubble Jet Printers (1994)(Bruce Harrison)(PD)>Drawing Program for Bubble Jet Printers (1994)(Bruce Harrison)(PD)>>Other - NR (Not Rated)
Drawing Program with Source Code (1994)(Bruce Harrison)(PD)>Drawing Program with Source Code (1994)(Bruce Harrison)(PD)>>Other - NR (Not Rated)
Easy Data Sort (199x)(Bruce Harrison)(PD)>Easy Data Sort (199x)(Bruce Harrison)(PD)>>Other - NR (Not Rated)
Editor-Assembler Part A (1981)(Texas Instruments)[a][PHD 5062]>Editor-Assembler Part A (1981)(Texas Instruments)[a][PHD 5062]>>Other - NR (Not Rated)
Editor-Assembler Part A (1981)(Texas Instruments)[PHD 5062]>Editor-Assembler Part A (1981)(Texas Instruments)[PHD 5062]>>Other - NR (Not Rated)
Editor-Assembler Part B (1981)(Texas Instruments)[PHD 5062]>Editor-Assembler Part B (1981)(Texas Instruments)[PHD 5062]>>Other - NR (Not Rated)
Electrical Engineering Library (1980)(Texas Instruments)[PHD 5008][OLD DSK1.FILTERS]>Electrical Engineering Library (1980)(Texas Instruments)[PHD 5008][OLD DSK1.FILTERS]>>Other - NR (Not Rated)
Face Chase (1984)(Video Magic - John Phillips)[with source code]>Face Chase (1984)(Video Magic - John Phillips)[with source code]>>Other - NR (Not Rated)
Fairware Arcade Games (1987)(Howard Uman)(PD)>Fairware Arcade Games (1987)(Howard Uman)(PD)>>Other - NR (Not Rated)
Finance Management (1981)(Texas Instruments)[PHD 5022][req. PHM 3026]>Finance Management (1981)(Texas Instruments)[PHD 5022][req. PHM 3026]>>Other - NR (Not Rated)
Font Converter (199x)(Bruce Harrison)(PD)>Font Converter (199x)(Bruce Harrison)(PD)>>Other - NR (Not Rated)
Font Designer (1997)(Bruce Harrison)(PD)>Font Designer (1997)(Bruce Harrison)(PD)>>Other - NR (Not Rated)
Font Dumper for 24 Pin Printer (1996)(Bruce Harrison)(PD)>Font Dumper for 24 Pin Printer (1996)(Bruce Harrison)(PD)>>Other - NR (Not Rated)
Font Dumper for NX1000 Printer (1995)(Bruce Harrison)(PD)>Font Dumper for NX1000 Printer (1995)(Bruce Harrison)(PD)>>Other - NR (Not Rated)
Font Dumper for NX1020 Printer (1995)(Bruce Harrison)(PD)>Font Dumper for NX1020 Printer (1995)(Bruce Harrison)(PD)>>Other - NR (Not Rated)
Funnelweb v4.40 (1991)(Tony & will McGovern)(PD)(Disk 1 of 3)[40 Columns]>Funnelweb v4.40 (1991)(Tony & will McGovern)(PD)(Disk 1 of 3)[40 Columns]>>Other - NR (Not Rated)
Funnelweb v4.40 (1991)(Tony & will McGovern)(PD)(Disk 2 of 3)[40 Columns]>Funnelweb v4.40 (1991)(Tony & will McGovern)(PD)(Disk 2 of 3)[40 Columns]>>Other - NR (Not Rated)
Funnelweb v4.40 (1991)(Tony & will McGovern)(PD)(Disk 3 of 3)[40 Columns]>Funnelweb v4.40 (1991)(Tony & will McGovern)(PD)(Disk 3 of 3)[40 Columns]>>Other - NR (Not Rated)
Funware Games (19xx)(-)[cr Hacker's Guild][req. PHM 3026]>Funware Games (19xx)(-)[cr Hacker's Guild][req. PHM 3026]>>Other - NR (Not Rated)
Games Modules (1995)(-)[req. PHM 3026][USGRP1090B]>Games Modules (1995)(-)[req. PHM 3026][USGRP1090B]>>Other - NR (Not Rated)
Games Modules (19xx)(-)[req. PHM 3026]>Games Modules (19xx)(-)[req. PHM 3026]>>Other - NR (Not Rated)
Ghost Town (1981)(Texas Instruments)[PHD 5053][req. PHM 3041][DSK1.GHOSTTOWN]>Ghost Town (1981)(Texas Instruments)[PHD 5053][req. PHM 3041][DSK1.GHOSTTOWN]>>Other - NR (Not Rated)
Golden Voyage, The (1981)(Texas Instruments)[PHD 5056][req. PHM 3041][DSK1.VOYAGE]>Golden Voyage, The (1981)(Texas Instruments)[PHD 5056][req. PHM 3041][DSK1.VOYAGE]>>Other - NR (Not Rated)
GPL Demos and Manuals (1998)(LDOM)[archived]>GPL Demos and Manuals (1998)(LDOM)[archived]>>Other - NR (Not Rated)
GPL-Assembler Package (1994)(Thierry Nouspikel)(Disk 1 of 3)>GPL-Assembler Package (1994)(Thierry Nouspikel)(Disk 1 of 3)>>Other - NR (Not Rated)
GPL-Assembler Package (1994)(Thierry Nouspikel)(Disk 2 of 3)>GPL-Assembler Package (1994)(Thierry Nouspikel)(Disk 2 of 3)>>Other - NR (Not Rated)
GPL-Assembler Package (1994)(Thierry Nouspikel)(Disk 3 of 3)>GPL-Assembler Package (1994)(Thierry Nouspikel)(Disk 3 of 3)>>Other - NR (Not Rated)
GPL-Assembler Package Manuals (1994)(Thierry Nouspikel)>GPL-Assembler Package Manuals (1994)(Thierry Nouspikel)>>Other - NR (Not Rated)
Graphing Package (1980)(Texas Instruments)[PHD 5013][OLD DSK1.PLOTTING]>Graphing Package (1980)(Texas Instruments)[PHD 5013][OLD DSK1.PLOTTING]>>Other - NR (Not Rated)
Half Bit Map Support for c99 (1995)(Bruce Harrison)(PD)>Half Bit Map Support for c99 (1995)(Bruce Harrison)(PD)>>Other - NR (Not Rated)
Half Bitmap with Sprites (1995)(Bruce Harrison)(PD)>Half Bitmap with Sprites (1995)(Bruce Harrison)(PD)>>Other - NR (Not Rated)
Harrison's XB Compiler (1995)(Bruce Harrison)(PD)>Harrison's XB Compiler (1995)(Bruce Harrison)(PD)>>Other - NR (Not Rated)
Harrison's XP Compiler Source Code (1995)(Bruce Harrison)(PD)>Harrison's XP Compiler Source Code (1995)(Bruce Harrison)(PD)>>Other - NR (Not Rated)
Intruder (1983)(Miles-Mcmanus)(PD)>Intruder (1983)(Miles-Mcmanus)(PD)>>Other - NR (Not Rated)
Inventory Management (1980)(Texas Instruments)[PHD 5024][OLD DSK1.INIT]>Inventory Management (1980)(Texas Instruments)[PHD 5024][OLD DSK1.INIT]>>Other - NR (Not Rated)
Invoice Management (1980)(Texas Instruments)[PHD 5027][OLD DSK1.INIT]>Invoice Management (1980)(Texas Instruments)[PHD 5027][OLD DSK1.INIT]>>Other - NR (Not Rated)
Kwikdump (1992)(Bruce Harrison)>Kwikdump (1992)(Bruce Harrison)>>Other - NR (Not Rated)
Lasso (1983)(Texas Instruments)(proto)[req. PHM 3055 option 3][DSK1.LASSO]>Lasso (1983)(Texas Instruments)(proto)[req. PHM 3055 option 3][DSK1.LASSO]>>Other - NR (Not Rated)
Learning TI-99 4A Home Computer Assembly Language Programming (1984)(Ira McComic)[book examples]>Learning TI-99 4A Home Computer Assembly Language Programming (1984)(Ira McComic)[book examples]>>Other - NR (Not Rated)
Lease Purchase Decisions (1981)(Texas Instruments)[PHD 5038]>Lease Purchase Decisions (1981)(Texas Instruments)[PHD 5038]>>Other - NR (Not Rated)
Mailing List (1980)(Texas Instruments)[PHD 5001]>Mailing List (1980)(Texas Instruments)[PHD 5001]>>Other - NR (Not Rated)
Market Simulation (1980)(Texas Instruments)[PHD 5018][OLD DSK1.MARKET]>Market Simulation (1980)(Texas Instruments)[PHD 5018][OLD DSK1.MARKET]>>Other - NR (Not Rated)
Math Routine Library (1980)(Texas Instruments)[PHD 5006][OLD DSK1.FOURIER]>Math Routine Library (1980)(Texas Instruments)[PHD 5006][OLD DSK1.FOURIER]>>Other - NR (Not Rated)
MBX Modules (1985)(-)[cr Hacker's Guild][req. PHM 3026][USGROP661A]>MBX Modules (1985)(-)[cr Hacker's Guild][req. PHM 3026][USGROP661A]>>Other - NR (Not Rated)
Metronome (199x)(Bruce Harrison)(PD)>Metronome (199x)(Bruce Harrison)(PD)>>Other - NR (Not Rated)
Micro Pinball II (1984)(Software Specialities)[req. PHM 3026]>Micro Pinball II (1984)(Software Specialities)[req. PHM 3026]>>Other - NR (Not Rated)
Microsoft Multiplan Program Diskette (1981)(Microsoft)[req. PHM 3113]>Microsoft Multiplan Program Diskette (1981)(Microsoft)[req. PHM 3113]>>Other - NR (Not Rated)
Miscellaneous Modules 01 (19xx)(-)[req. PHM 3026]>Miscellaneous Modules 01 (19xx)(-)[req. PHM 3026]>>Other - NR (Not Rated)
Miscellaneous Modules 02 (19xx)(-)[req. PHM 3026]>Miscellaneous Modules 02 (19xx)(-)[req. PHM 3026]>>Other - NR (Not Rated)
Miscellaneous Modules 03 (19xx)(-)[req. PHM 3026]>Miscellaneous Modules 03 (19xx)(-)[req. PHM 3026]>>Other - NR (Not Rated)
Mission Impossible (1981)(Texas Instruments)[PHD 5047][req. PHM 3041][DSK1.MISSION]>Mission Impossible (1981)(Texas Instruments)[PHD 5047][req. PHM 3041][DSK1.MISSION]>>Other - NR (Not Rated)
Modules Compilation 001 (1988)(-)[req. PHM 3026]>Modules Compilation 001 (1988)(-)[req. PHM 3026]>>Other - NR (Not Rated)
Modules Compilation 002 (19xx)(-)[req. PHM 3055 option 3][DSK1.GAMES]>Modules Compilation 002 (19xx)(-)[req. PHM 3055 option 3][DSK1.GAMES]>>Other - NR (Not Rated)
Modules Compilation 003 (1988)(-)[req. PHM 3026]>Modules Compilation 003 (1988)(-)[req. PHM 3026]>>Other - NR (Not Rated)
Modules Disk 01 (1989)(-)[req. PHM 3026][USGROP314A]>Modules Disk 01 (1989)(-)[req. PHM 3026][USGROP314A]>>Other - NR (Not Rated)
Modules Disk 01 (1989)(-)[req. PHM 3026][USGROP315B]>Modules Disk 01 (1989)(-)[req. PHM 3026][USGROP315B]>>Other - NR (Not Rated)
Modules Disk 02 (1989)(-)[req. PHM 3026][USGROP315A]>Modules Disk 02 (1989)(-)[req. PHM 3026][USGROP315A]>>Other - NR (Not Rated)
Modules Disk 02 (1989)(-)[req. PHM 3026][USGROP316B]>Modules Disk 02 (1989)(-)[req. PHM 3026][USGROP316B]>>Other - NR (Not Rated)
Modules Disk 03 (1989)(-)[req. PHM 3026][USGROP316A]>Modules Disk 03 (1989)(-)[req. PHM 3026][USGROP316A]>>Other - NR (Not Rated)
Modules Disk 03 (1989)(-)[req. PHM 3026][USGROP316B]>Modules Disk 03 (1989)(-)[req. PHM 3026][USGROP316B]>>Other - NR (Not Rated)
Modules Disk 04 (1989)(-)[req. PHM 3026][USGROP317A]>Modules Disk 04 (1989)(-)[req. PHM 3026][USGROP317A]>>Other - NR (Not Rated)
Modules Disk 04 (1989)(-)[req. PHM 3026][USGROP317B]>Modules Disk 04 (1989)(-)[req. PHM 3026][USGROP317B]>>Other - NR (Not Rated)
Modules Disk 05 (1989)(-)[req. PHM 3026][USGROP318A]>Modules Disk 05 (1989)(-)[req. PHM 3026][USGROP318A]>>Other - NR (Not Rated)
Modules Disk 05 (1989)(-)[req. PHM 3026][USGROP318B]>Modules Disk 05 (1989)(-)[req. PHM 3026][USGROP318B]>>Other - NR (Not Rated)
Modules Disk 06 (1989)(-)[req. PHM 3026][USGROP321A]>Modules Disk 06 (1989)(-)[req. PHM 3026][USGROP321A]>>Other - NR (Not Rated)
Modules Disk 06 (1989)(-)[req. PHM 3026][USGROP321B]>Modules Disk 06 (1989)(-)[req. PHM 3026][USGROP321B]>>Other - NR (Not Rated)
Modules Disk 07 (1989)(-)[req. PHM 3026][USGROP324A]>Modules Disk 07 (1989)(-)[req. PHM 3026][USGROP324A]>>Other - NR (Not Rated)
Modules Disk 07 (1989)(-)[req. PHM 3026][USGROP324B]>Modules Disk 07 (1989)(-)[req. PHM 3026][USGROP324B]>>Other - NR (Not Rated)
Modules Disk 08 (1989)(-)[req. PHM 3026][USGROP320A]>Modules Disk 08 (1989)(-)[req. PHM 3026][USGROP320A]>>Other - NR (Not Rated)
Modules Disk 08 (1989)(-)[req. PHM 3026][USGROP320B]>Modules Disk 08 (1989)(-)[req. PHM 3026][USGROP320B]>>Other - NR (Not Rated)
Modules Disk 09 (1989)(-)[req. PHM 3026][USGROP319A]>Modules Disk 09 (1989)(-)[req. PHM 3026][USGROP319A]>>Other - NR (Not Rated)
Modules Disk 09 (1989)(-)[req. PHM 3026][USGROP319B]>Modules Disk 09 (1989)(-)[req. PHM 3026][USGROP319B]>>Other - NR (Not Rated)
Modules Disk 12 (1989)(-)[req. PHM 3026][USGROP323A]>Modules Disk 12 (1989)(-)[req. PHM 3026][USGROP323A]>>Other - NR (Not Rated)
Modules Disk 12 (1989)(-)[req. PHM 3026][USGROP323B]>Modules Disk 12 (1989)(-)[req. PHM 3026][USGROP323B]>>Other - NR (Not Rated)
Moonbeam Software Games (19xx)(Moonbeam Software)[req. PHM 3026]>Moonbeam Software Games (19xx)(Moonbeam Software)[req. PHM 3026]>>Other - NR (Not Rated)
Munch Man (1982)(Texas Instruments)[PHD 5060]>Munch Man (1982)(Texas Instruments)[PHD 5060]>>Other - NR (Not Rated)
Munch Man II (1987)(John Phillips)[with source code]>Munch Man II (1987)(John Phillips)[with source code]>>Other - NR (Not Rated)
Music Maker Demonstration (1980)(Texas Instruments)[PHD 5020][req. PHM 3020]>Music Maker Demonstration (1980)(Texas Instruments)[PHD 5020][req. PHM 3020]>>Other - NR (Not Rated)
Music Skills Trainer (1980)(Texas Instruments)[PHD 5009][OLD DSK1.TRAINER]>Music Skills Trainer (1980)(Texas Instruments)[PHD 5009][OLD DSK1.TRAINER]>>Other - NR (Not Rated)
Mystery Fun House (1981)(Texas Instruments)[PHD 5051][req. PHM 3041][DSK1.FUNHOUSE]>Mystery Fun House (1981)(Texas Instruments)[PHD 5051][req. PHM 3041][DSK1.FUNHOUSE]>>Other - NR (Not Rated)
Mystery Melody (1980)(Texas Instruments)[PHD 5010][OLD DSK1.MYSTERY]>Mystery Melody (1980)(Texas Instruments)[PHD 5010][OLD DSK1.MYSTERY]>>Other - NR (Not Rated)
Night Mission (1985)(Millers Graphics)>Night Mission (1985)(Millers Graphics)>>Other - NR (Not Rated)
Old Dark Caves 2 (1986)(Donn Granros)>Old Dark Caves 2 (1986)(Donn Granros)>>Other - NR (Not Rated)
Oldies But Goodies - Games I (1980)(Texas Instruments)[PHD 5015][OLD DSK1.WORD, NUMBER, BIORHYTHM, FACTOR, TICTACTOE]>Oldies But Goodies - Games I (1980)(Texas Instruments)[PHD 5015][OLD DSK1.WORD, NUMBER, BIORHYTHM, FACTOR, TICTACTOE]>>Other - NR (Not Rated)
Oldies But Goodies - Games II (1980)(Texas Instruments)[PHD 5017][OLD DSK1.3DTICTAC, HAMMURABI, PAIRS, PEGJUMP, SAFARI]>Oldies But Goodies - Games II (1980)(Texas Instruments)[PHD 5017][OLD DSK1.3DTICTAC, HAMMURABI, PAIRS, PEGJUMP, SAFARI]>>Other - NR (Not Rated)
PD Game Compilation 001 (19xx)(-)(PD)[req. PHM 3026]>PD Game Compilation 001 (19xx)(-)(PD)[req. PHM 3026]>>Other - NR (Not Rated)
PD Game Compilation 002 (19xx)(-)(PD)[req. PHM 3026]>PD Game Compilation 002 (19xx)(-)(PD)[req. PHM 3026]>>Other - NR (Not Rated)
PD Game Compilation 003 (19xx)(-)(PD)[req. PHM 3026]>PD Game Compilation 003 (19xx)(-)(PD)[req. PHM 3026]>>Other - NR (Not Rated)
Personal Financial Aids (1980)(Texas Instruments)[PHD 5003][OLD DSK1.AMORTIZE]>Personal Financial Aids (1980)(Texas Instruments)[PHD 5003][OLD DSK1.AMORTIZE]>>Other - NR (Not Rated)
Personal Tax Plan (1982)(Texas Instruments)(Disk 1 of 2)[PHD 5077][Program]>Personal Tax Plan (1982)(Texas Instruments)(Disk 1 of 2)[PHD 5077][Program]>>Other - NR (Not Rated)
Personal Tax Plan (1982)(Texas Instruments)(Disk 2 of 2)[PHD 5077][Data]>Personal Tax Plan (1982)(Texas Instruments)(Disk 2 of 2)[PHD 5077][Data]>>Other - NR (Not Rated)
Pirate Adventure (1981)(Texas Instruments)[a][PHD 5043][req. PHM 3041][DSK1.PIRATE]>Pirate Adventure (1981)(Texas Instruments)[a][PHD 5043][req. PHM 3041][DSK1.PIRATE]>>Other - NR (Not Rated)
Pirate Adventure (1981)(Texas Instruments)[PHD 5043][req. PHM 3041][DSK1.PIRATE]>Pirate Adventure (1981)(Texas Instruments)[PHD 5043][req. PHM 3041][DSK1.PIRATE]>>Other - NR (Not Rated)
Plato Courseware - Basic Fractions Practice (1982)(CDC)>Plato Courseware - Basic Fractions Practice (1982)(CDC)>>Other - NR (Not Rated)
Plato Courseware - Basic Number Facts Practice (1982)(CDC)>Plato Courseware - Basic Number Facts Practice (1982)(CDC)>>Other - NR (Not Rated)
Plato Courseware - Basic Skills Grammar Survey (1982)(CDC)>Plato Courseware - Basic Skills Grammar Survey (1982)(CDC)>>Other - NR (Not Rated)
Plato Courseware - Basic Skills Math Survey (1982)(CDC)>Plato Courseware - Basic Skills Math Survey (1982)(CDC)>>Other - NR (Not Rated)
Plato Courseware - Basic Skills Reading Survey (1982)(CDC)(Disk 1 of 2)>Plato Courseware - Basic Skills Reading Survey (1982)(CDC)(Disk 1 of 2)>>Other - NR (Not Rated)
Plato Courseware - Basic Skills Reading Survey (1982)(CDC)(Disk 2 of 2)>Plato Courseware - Basic Skills Reading Survey (1982)(CDC)(Disk 2 of 2)>>Other - NR (Not Rated)
Plato Courseware - Computer Literacy (1982)(CDC)>Plato Courseware - Computer Literacy (1982)(CDC)>>Other - NR (Not Rated)
Plato Courseware - Decimals Practice (1982)(CDC)>Plato Courseware - Decimals Practice (1982)(CDC)>>Other - NR (Not Rated)
Plato Courseware - French Learning Outcomes (1982)(CDC)(Disk 1 of 2)>Plato Courseware - French Learning Outcomes (1982)(CDC)(Disk 1 of 2)>>Other - NR (Not Rated)
Plato Courseware - French Learning Outcomes (1982)(CDC)(Disk 2 of 2)>Plato Courseware - French Learning Outcomes (1982)(CDC)(Disk 2 of 2)>>Other - NR (Not Rated)
Plato Courseware - German Learning Outcomes (1982)(CDC)(Disk 1 of 2)>Plato Courseware - German Learning Outcomes (1982)(CDC)(Disk 1 of 2)>>Other - NR (Not Rated)
Plato Courseware - German Learning Outcomes (1982)(CDC)(Disk 2 of 2)>Plato Courseware - German Learning Outcomes (1982)(CDC)(Disk 2 of 2)>>Other - NR (Not Rated)
Plato Courseware - Spanish Learning Outcomes (1982)(CDC)(Disk 1 of 2)>Plato Courseware - Spanish Learning Outcomes (1982)(CDC)(Disk 1 of 2)>>Other - NR (Not Rated)
Plato Courseware - Spanish Learning Outcomes (1982)(CDC)(Disk 2 of 2)>Plato Courseware - Spanish Learning Outcomes (1982)(CDC)(Disk 2 of 2)>>Other - NR (Not Rated)
Plato Courseware - Whole Numbers Practice (1982)(CDC)>Plato Courseware - Whole Numbers Practice (1982)(CDC)>>Other - NR (Not Rated)
